CoC_Name,CoC_Number,Homeless_Individuals,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_SH_Homeless,Sheltered_TH_Homeless,Sheltered_Total_Homeless,State,Unsheltered_Homeless
Morris County CoC,NJ-509,249,398,221,19,123,363,NJ,35
Lakewood Township/Ocean County CoC,NJ-510,449,649,581,0,17,598,NJ,51
Lakewood Township/Ocean County CoC,NJ-510,246,605,561,0,27,588,NJ,17
Lakewood Township/Ocean County CoC,NJ-510,119,224,122,0,59,181,NJ,43
Lakewood Township/Ocean County CoC,NJ-510,174,429,306,0,69,375,NJ,54
Lakewood Township/Ocean County CoC,NJ-510,369,682,572,0,17,589,NJ,93
Lakewood Township/Ocean County CoC,NJ-510,334,627,523,0,46,569,NJ,58
Lakewood Township/Ocean County CoC,NJ-510,193,354,201,0,51,252,NJ,102
Paterson/Passaic County CoC,NJ-511,187,376,304,0,68,372,NJ,4
Paterson/Passaic County CoC,NJ-511,241,459,403,0,26,429,NJ,30
Paterson/Passaic County CoC,NJ-511,249,449,327,0,33,360,NJ,89
Paterson/Passaic County CoC,NJ-511,191,432,371,0,25,396,NJ,36
Paterson/Passaic County CoC,NJ-511,200,440,329,0,57,386,NJ,54
Paterson/Passaic County CoC,NJ-511,284,434,296,0,26,322,NJ,112
Paterson/Passaic County CoC,NJ-511,256,518,396,0,22,418,NJ,100
Salem County CoC,NJ-512,18,38,15,0,22,37,NJ,1
Salem County CoC,NJ-512,21,42,20,0,18,38,NJ,4
Salem County CoC,NJ-512,8,16,4,0,9,13,NJ,3
Salem County CoC,NJ-512,27,78,18,0,31,49,NJ,29
Salem County CoC,NJ-512,21,44,17,0,23,40,NJ,4
Salem County CoC,NJ-512,14,49,31,0,13,44,NJ,5
Somerset County CoC,NJ-513,152,218,63,0,149,212,NJ,6
Somerset County CoC,NJ-513,221,323,167,0,143,310,NJ,13
Somerset County CoC,NJ-513,176,244,66,0,173,239,NJ,5
Somerset County CoC,NJ-513,177,295,100,0,172,272,NJ,23
Somerset County CoC,NJ-513,197,312,188,0,116,304,NJ,8
Somerset County CoC,NJ-513,167,218,54,0,155,209,NJ,9
Somerset County CoC,NJ-513,247,342,164,0,173,337,NJ,5
Trenton/Mercer County CoC,NJ-514,334,465,309,0,112,421,NJ,44
Trenton/Mercer County CoC,NJ-514,356,478,305,0,89,394,NJ,84
Trenton/Mercer County CoC,NJ-514,551,1009,471,0,432,903,NJ,106
Trenton/Mercer County CoC,NJ-514,431,632,393,0,201,594,NJ,38
Trenton/Mercer County CoC,NJ-514,438,600,351,0,144,495,NJ,105
Trenton/Mercer County CoC,NJ-514,337,479,319,0,97,416,NJ,63
Trenton/Mercer County CoC,NJ-514,380,668,338,0,263,601,NJ,67
Elizabeth/Union County CoC,NJ-515,245,504,290,3,128,421,NJ,83
Elizabeth/Union County CoC,NJ-515,517,1679,665,0,966,1631,NJ,48
Elizabeth/Union County CoC,NJ-515,526,1648,336,0,1265,1601,NJ,47
Elizabeth/Union County CoC,NJ-515,512,1456,354,0,1052,1406,NJ,50
Elizabeth/Union County CoC,NJ-515,205,480,294,0,131,425,NJ,55
Elizabeth/Union County CoC,NJ-515,247,513,327,0,124,451,NJ,62
Elizabeth/Union County CoC,NJ-515,209,478,313,0,124,437,NJ,41
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,142,230,168,0,21,189,NJ,41
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,156,271,169,0,64,233,NJ,38
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,243,338,169,0,107,276,NJ,62
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,191,286,168,0,76,244,NJ,42
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,207,279,205,0,61,266,NJ,13
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,182,253,150,0,85,235,NJ,18
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,171,255,181,0,68,249,NJ,6
Albuquerque CoC,NM-500,868,1254,614,0,496,1110,NM,144
Albuquerque CoC,NM-500,1004,1431,621,0,423,1044,NM,387
Albuquerque CoC,NM-500,1115,1340,711,0,245,956,NM,384
Albuquerque CoC,NM-500,879,1287,659,0,445,1104,NM,183
Albuquerque CoC,NM-500,817,1171,619,0,408,1027,NM,144
Albuquerque CoC,NM-500,867,1222,674,0,365,1039,NM,183
Albuquerque CoC,NM-500,1104,1318,706,0,228,934,NM,384
New Mexico Balance of State CoC,NM-501,834,1211,657,0,142,799,NM,412
New Mexico Balance of State CoC,NM-501,689,1041,567,0,203,770,NM,271
New Mexico Balance of State CoC,NM-501,1132,1814,759,0,594,1353,NM,461
New Mexico Balance of State CoC,NM-501,936,1492,795,0,413,1208,NM,284
New Mexico Balance of State CoC,NM-501,761,1164,548,0,204,752,NM,412
New Mexico Balance of State CoC,NM-501,787,1342,728,0,343,1071,NM,271
New Mexico Balance of State CoC,NM-501,969,1648,876,0,488,1364,NM,284
Las Vegas/Clark County CoC,NV-500,5349,5952,2047,20,853,2920,NV,3032
Las Vegas/Clark County CoC,NV-500,5851,6208,1810,25,642,2477,NV,3731
Las Vegas/Clark County CoC,NV-500,6878,7509,2719,15,859,3593,NV,3916
Las Vegas/Clark County CoC,NV-500,6581,7323,2013,25,1044,3082,NV,4241
Las Vegas/Clark County CoC,NV-500,5786,6083,1659,16,524,2199,NV,3884
Las Vegas/Clark County CoC,NV-500,6190,6490,1635,20,482,2137,NV,4353
Las Vegas/Clark County CoC,NV-500,6352,7443,3145,10,794,3949,NV,3494
"Reno, Sparks/Washoe County CoC",NV-501,700,769,349,0,323,672,NV,97
"Reno, Sparks/Washoe County CoC",NV-501,589,746,380,0,277,657,NV,89
"Reno, Sparks/Washoe County CoC",NV-501,749,869,407,0,298,705,NV,164
"Reno, Sparks/Washoe County CoC",NV-501,738,907,454,0,340,794,NV,113
"Reno, Sparks/Washoe County CoC",NV-501,1051,1192,436,185,387,1008,NV,184
"Reno, Sparks/Washoe County CoC",NV-501,877,989,452,0,417,869,NV,120
"Reno, Sparks/Washoe County CoC",NV-501,911,1106,550,0,476,1026,NV,80
Nevada Balance of State CoC,NV-502,221,269,88,0,10,98,NV,171
Nevada Balance of State CoC,NV-502,180,237,85,0,7,92,NV,145
Nevada Balance of State CoC,NV-502,125,201,66,0,59,125,NV,76
Nevada Balance of State CoC,NV-502,304,370,88,0,88,176,NV,194
Nevada Balance of State CoC,NV-502,242,327,78,0,63,141,NV,186
Nevada Balance of State CoC,NV-502,262,341,69,0,52,121,NV,220
Nevada Balance of State CoC,NV-502,163,305,83,0,100,183,NV,122
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,441,1007,544,16,323,883,NY,124
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,541,860,576,13,202,791,NY,69
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,543,835,636,13,130,779,NY,56
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,510,817,613,11,128,752,NY,65
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,494,838,515,14,258,787,NY,51
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,406,762,499,13,215,727,NY,35
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,377,699,471,11,217,699,NY,0
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,330,506,148,0,232,380,NY,126
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,378,512,74,0,291,365,NY,147
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,353,648,25,0,452,477,NY,171
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,270,349,95,0,212,307,NY,42
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,119,233,155,0,64,219,NY,14
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,220,305,96,0,190,286,NY,19
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,120,226,112,0,77,189,NY,37
Albany City & County CoC,NY-503,372,590,430,0,132,562,NY,28
Albany City & County CoC,NY-503,459,597,450,0,127,577,NY,20
Albany City & County CoC,NY-503,515,802,644,0,133,777,NY,25
Albany City & County CoC,NY-503,468,748,594,0,128,722,NY,26
Albany City & County CoC,NY-503,444,728,557,0,152,709,NY,19
Albany City & County CoC,NY-503,439,650,470,0,151,621,NY,29
Albany City & County CoC,NY-503,580,835,657,0,143,800,NY,35
Cattaragus County CoC,NY-504,12,33,16,0,15,31,NY,2
Cattaragus County CoC,NY-504,18,41,24,0,17,41,NY,0
Cattaragus County CoC,NY-504,24,34,34,0,0,34,NY,0
Cattaragus County CoC,NY-504,20,27,27,0,0,27,NY,0
Cattaragus County CoC,NY-504,13,47,28,0,17,45,NY,2
Cattaragus County CoC,NY-504,21,33,33,0,0,33,NY,0
Cattaragus County CoC,NY-504,11,38,24,0,13,37,NY,1
"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,653,882,480,0,386,866,NY,16
"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,605,867,563,0,277,840,NY,27
"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,540,722,547,0,163,710,NY,12
"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,773,1024,601,0,407,1008,NY,16
"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,750,994,539,0,402,941,NY,53
"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,650,922,644,0,262,906,NY,16
"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,581,798,532,0,238,770,NY,28
"Fulton, Montgomery, Schoharie Counties CoC",NY-506,35,72,64,0,0,64,NY,8
"Fulton, Montgomery, Schoharie Counties CoC",NY-506,29,43,40,0,0,40,NY,3
Schenectady City & County CoC,NY-507,257,345,243,0,33,276,NY,69
Schenectady City & County CoC,NY-507,171,274,217,0,34,251,NY,23
Schenectady City & County CoC,NY-507,190,287,237,0,32,269,NY,18
Schenectady City & County CoC,NY-507,214,393,345,0,37,382,NY,11
Schenectady City & County CoC,NY-507,214,349,282,0,40,322,NY,27
Schenectady City & County CoC,NY-507,194,327,266,0,36,302,NY,25
Schenectady City & County CoC,NY-507,138,243,185,0,34,219,NY,24
"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,613,919,424,16,418,858,NY,61
"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,692,1088,547,15,459,1021,NY,67
"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,610,962,524,14,367,905,NY,57
"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,770,1183,545,14,508,1067,NY,116
"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,612,957,672,15,255,942,NY,15
"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,595,925,565,15,327,907,NY,18
"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,804,1162,504,14,530,1048,NY,114
Ithaca/Tompkins County CoC,NY-510,39,68,19,0,34,53,NY,15
Ithaca/Tompkins County CoC,NY-510,55,88,53,0,19,72,NY,16
Ithaca/Tompkins County CoC,NY-510,23,47,19,0,16,35,NY,12
Ithaca/Tompkins County CoC,NY-510,28,47,13,0,26,39,NY,8
Ithaca/Tompkins County CoC,NY-510,54,73,31,0,22,53,NY,20
Ithaca/Tompkins County CoC,NY-510,75,91,33,0,13,46,NY,45
Ithaca/Tompkins County CoC,NY-510,66,86,34,0,22,56,NY,30
"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",NY-511,211,244,92,0,74,166,NY,78
"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",NY-511,226,276,100,0,148,248,NY,28
"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",NY-511,251,309,129,0,141,270,NY,39
"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",NY-511,233,276,129,0,135,264,NY,12
"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",NY-511,272,302,109,0,153,262,NY,40
"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",NY-511,271,308,92,0,154,246,NY,62
"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",NY-511,283,292,170,0,111,281,NY,11
Troy/Rensselaer County CoC,NY-512,83,225,140,0,36,176,NY,49
Troy/Rensselaer County CoC,NY-512,102,216,127,0,37,164,NY,52
Troy/Rensselaer County CoC,NY-512,100,178,135,0,37,172,NY,6
Troy/Rensselaer County CoC,NY-512,112,189,118,0,29,147,NY,42
Troy/Rensselaer County CoC,NY-512,102,194,140,0,35,175,NY,19
Troy/Rensselaer County CoC,NY-512,85,179,132,0,35,167,NY,12
Troy/Rensselaer County CoC,NY-512,101,188,106,0,36,142,NY,46
"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,34,58,51,0,7,58,NY,0
"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,254,337,147,12,167,326,NY,11
"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,180,187,47,15,125,187,NY,0
"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,182,182,83,14,66,163,NY,19
"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,79,92,47,12,33,92,NY,0
"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,84,121,97,0,24,121,NY,0
"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,159,171,139,0,32,171,NY,0
"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,20,29,29,0,0,29,NY,0
"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,26,53,34,0,17,51,NY,2
"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,41,83,11,0,69,80,NY,3
"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,36,62,39,0,22,61,NY,1
"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,94,145,66,0,76,142,NY,3
"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,27,33,14,0,19,33,NY,0
"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,16,23,9,0,14,23,NY,0
Clinton County CoC,NY-516,73,126,125,0,0,125,NY,1
Clinton County CoC,NY-516,94,132,130,0,0,130,NY,2
Clinton County CoC,NY-516,88,143,140,0,0,140,NY,3
Clinton County CoC,NY-516,149,236,167,0,52,219,NY,17
Clinton County CoC,NY-516,85,133,131,0,0,131,NY,2
Clinton County CoC,NY-516,114,197,188,0,8,196,NY,1
Clinton County CoC,NY-516,91,140,133,0,0,133,NY,7
"Utica, Rome/Oneida, Madison Counties CoC",NY-518,101,159,86,0,56,142,NY,17
"Utica, Rome/Oneida, Madison Counties CoC",NY-518,106,160,85,0,58,143,NY,17
"Utica, Rome/Oneida, Madison Counties CoC",NY-518,85,176,107,0,47,154,NY,22
"Utica, Rome/Oneida, Madison Counties CoC",NY-518,89,140,84,0,39,123,NY,17
"Utica, Rome/Oneida, Madison Counties CoC",NY-518,86,162,75,0,71,146,NY,16
"Utica, Rome/Oneida, Madison Counties CoC",NY-518,100,178,106,0,56,162,NY,16
"Utica, Rome/Oneida, Madison Counties CoC",NY-518,98,200,122,0,61,183,NY,17
"Columbia, Greene Counties CoC",NY-519,41,97,91,0,4,95,NY,2
"Columbia, Greene Counties CoC",NY-519,72,144,135,0,6,141,NY,3
"Columbia, Greene Counties CoC",NY-519,52,116,103,0,11,114,NY,2
"Columbia, Greene Counties CoC",NY-519,113,196,188,0,3,191,NY,5
"Columbia, Greene Counties CoC",NY-519,57,128,122,0,5,127,NY,1
"Columbia, Greene Counties CoC",NY-519,60,132,126,0,6,132,NY,0
"Columbia, Greene Counties CoC",NY-519,67,112,99,0,9,108,NY,4
"Franklin, Essex Counties CoC",NY-520,20,27,25,0,0,25,NY,2
"Franklin, Essex Counties CoC",NY-520,14,14,5,0,0,5,NY,9
"Franklin, Essex Counties CoC",NY-520,17,28,28,0,0,28,NY,0
"Franklin, Essex Counties CoC",NY-520,25,42,28,0,14,42,NY,0
"Franklin, Essex Counties CoC",NY-520,47,78,62,0,11,73,NY,5
"Franklin, Essex Counties CoC",NY-520,21,28,27,0,0,27,NY,1
"Franklin, Essex Counties CoC",NY-520,30,34,31,0,0,31,NY,3
"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,68,149,21,7,118,146,NY,3
"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,96,119,45,0,65,110,NY,9
"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,129,169,74,0,60,134,NY,35
"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,77,86,38,0,44,82,NY,4
"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,82,95,40,0,41,81,NY,14
"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,72,83,75,0,0,75,NY,8
"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,81,96,40,0,50,90,NY,6
"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",NY-523,225,257,213,0,21,234,NY,23
"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",NY-523,174,299,209,0,53,262,NY,37
"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",NY-523,193,268,234,0,18,252,NY,16
"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",NY-523,180,262,169,0,55,224,NY,38
"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",NY-523,175,247,213,0,26,239,NY,8
"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",NY-523,202,282,253,0,29,282,NY,0
"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",NY-523,171,262,202,0,53,255,NY,7
New York City CoC,NY-600,24459,64060,53482,126,7272,60880,NY,3180
New York City CoC,NY-600,28965,73523,66800,136,3749,70685,NY,2838
New York City CoC,NY-600,29612,75323,67378,138,4624,72140,NY,3183
New York City CoC,NY-600,23543,56672,44879,137,8394,53410,NY,3262
New York City CoC,NY-600,31124,76501,69605,37,2923,72565,NY,3936
New York City CoC,NY-600,33391,78676,72187,36,2742,74965,NY,3711
New York City CoC,NY-600,26177,67810,59127,141,5185,64453,NY,3357
Poughkeepsie/Dutchess County CoC,NY-601,226,399,219,0,171,390,NY,9
Poughkeepsie/Dutchess County CoC,NY-601,185,397,196,0,188,384,NY,13
Poughkeepsie/Dutchess County CoC,NY-601,248,453,229,0,180,409,NY,44
Poughkeepsie/Dutchess County CoC,NY-601,207,388,206,0,173,379,NY,9
Poughkeepsie/Dutchess County CoC,NY-601,218,385,176,0,187,363,NY,22
Poughkeepsie/Dutchess County CoC,NY-601,207,403,215,0,181,396,NY,7
Poughkeepsie/Dutchess County CoC,NY-601,177,375,169,0,191,360,NY,15
"Newburgh, Middletown/Orange County CoC",NY-602,229,480,342,0,96,438,NY,42
"Newburgh, Middletown/Orange County CoC",NY-602,308,495,303,0,47,350,NY,145
"Newburgh, Middletown/Orange County CoC",NY-602,281,421,250,0,49,299,NY,122
"Newburgh, Middletown/Orange County CoC",NY-602,328,459,233,0,47,280,NY,179
"Newburgh, Middletown/Orange County CoC",NY-602,186,350,271,0,49,320,NY,30
"Newburgh, Middletown/Orange County CoC",NY-602,185,343,266,0,57,323,NY,20
"Newburgh, Middletown/Orange County CoC",NY-602,323,502,309,0,47,356,NY,146
"Nassau, Suffolk Counties CoC",NY-603,1016,3123,2428,0,578,3006,NY,117
"Nassau, Suffolk Counties CoC",NY-603,1053,3861,3207,0,549,3756,NY,105
"Nassau, Suffolk Counties CoC",NY-603,919,3207,2553,0,590,3143,NY,64
"Nassau, Suffolk Counties CoC",NY-603,1076,3960,3324,0,521,3845,NY,115
"Nassau, Suffolk Counties CoC",NY-603,992,3868,3646,18,152,3816,NY,52
"Nassau, Suffolk Counties CoC",NY-603,1082,3359,2605,0,619,3224,NY,135
"Nassau, Suffolk Counties CoC",NY-603,994,3937,3675,0,198,3873,NY,64
"Yonkers, Mount Vernon/Westchester County CoC",NY-604,726,1741,612,0,1091,1703,NY,38
"Yonkers, Mount Vernon/Westchester County CoC",NY-604,658,1750,916,0,800,1716,NY,34
"Yonkers, Mount Vernon/Westchester County CoC",NY-604,804,2138,904,0,1214,2118,NY,20
"Yonkers, Mount Vernon/Westchester County CoC",NY-604,731,1797,820,0,950,1770,NY,27
"Yonkers, Mount Vernon/Westchester County CoC",NY-604,708,2054,873,0,1159,2032,NY,22
"Yonkers, Mount Vernon/Westchester County CoC",NY-604,669,1832,1018,0,767,1785,NY,47
"Yonkers, Mount Vernon/Westchester County CoC",NY-604,611,1827,1081,0,702,1783,NY,44
Rockland County CoC,NY-606,124,141,65,0,44,109,NY,32
Rockland County CoC,NY-606,55,107,62,0,42,104,NY,3
Rockland County CoC,NY-606,82,125,66,0,40,106,NY,19
Rockland County CoC,NY-606,135,170,76,0,36,112,NY,58
Rockland County CoC,NY-606,77,107,63,0,41,104,NY,3
Rockland County CoC,NY-606,89,117,55,0,37,92,NY,25
Rockland County CoC,NY-606,145,180,95,0,35,130,NY,50
Sullivan County CoC,NY-607,72,131,130,0,0,130,NY,1
Sullivan County CoC,NY-607,95,130,128,0,0,128,NY,2
Sullivan County CoC,NY-607,124,189,180,0,0,180,NY,9
Sullivan County CoC,NY-607,114,167,165,0,0,165,NY,2
Sullivan County CoC,NY-607,215,556,549,0,0,549,NY,7
Sullivan County CoC,NY-607,257,630,618,0,0,618,NY,12
Sullivan County CoC,NY-607,90,163,163,0,0,163,NY,0
Kingston/Ulster County CoC,NY-608,160,464,403,0,29,432,NY,32
Kingston/Ulster County CoC,NY-608,165,341,260,0,44,304,NY,37
Kingston/Ulster County CoC,NY-608,229,442,291,0,41,332,NY,110
Kingston/Ulster County CoC,NY-608,204,343,248,0,29,277,NY,66
Kingston/Ulster County CoC,NY-608,180,328,262,0,28,290,NY,38
Kingston/Ulster County CoC,NY-608,167,411,346,0,31,377,NY,34
Kingston/Ulster County CoC,NY-608,169,355,262,0,29,291,NY,64
Cincinnati/Hamilton County CoC,OH-500,889,1162,829,0,259,1088,OH,74
Cincinnati/Hamilton County CoC,OH-500,819,1063,707,0,306,1013,OH,50
Cincinnati/Hamilton County CoC,OH-500,759,1043,733,0,293,1026,OH,17
Cincinnati/Hamilton County CoC,OH-500,831,1114,810,15,242,1067,OH,47
Cincinnati/Hamilton County CoC,OH-500,844,1116,761,0,295,1056,OH,60
Cincinnati/Hamilton County CoC,OH-500,887,1654,749,0,859,1608,OH,46
Cincinnati/Hamilton County CoC,OH-500,825,1326,636,0,664,1300,OH,26
Toledo/Lucas County CoC,OH-501,400,564,407,10,131,548,OH,16
Toledo/Lucas County CoC,OH-501,568,900,484,11,370,865,OH,35
Toledo/Lucas County CoC,OH-501,403,662,507,12,121,640,OH,22
Toledo/Lucas County CoC,OH-501,650,977,438,11,391,840,OH,137
Toledo/Lucas County CoC,OH-501,257,499,346,11,126,483,OH,16
Toledo/Lucas County CoC,OH-501,483,809,498,11,291,800,OH,9
Toledo/Lucas County CoC,OH-501,388,599,427,11,146,584,OH,15
Cleveland/Cuyahoga County CoC,OH-502,1530,2129,1137,19,896,2052,OH,77
Cleveland/Cuyahoga County CoC,OH-502,1360,1727,1415,20,195,1630,OH,97
Cleveland/Cuyahoga County CoC,OH-502,1573,2103,1247,20,808,2075,OH,28
Cleveland/Cuyahoga County CoC,OH-502,1377,1808,1597,38,95,1730,OH,78
Cleveland/Cuyahoga County CoC,OH-502,1550,1943,1253,20,602,1875,OH,68
Cleveland/Cuyahoga County CoC,OH-502,1626,2191,939,20,1108,2067,OH,124
Cleveland/Cuyahoga County CoC,OH-502,1360,1697,1114,20,489,1623,OH,74
Columbus/Franklin County CoC,OH-503,1091,1488,1016,0,228,1244,OH,244
Columbus/Franklin County CoC,OH-503,1068,1434,1003,0,249,1252,OH,182
